0	0.9999563 
1	0.9999501 
2	0.9999429 
3	0.9999345 
4	0.9999248 
5	0.9999135 
6	0.9999003 
7	0.9998848 
8	0.9998667 
9	0.9998454 
10	0.9998202 
11	0.9997904 
12	0.999755 
13	0.9997127 
14	0.999662 
15	0.9996007 
16	0.999526 
17	0.9994342 
18	0.9993199 
19	0.9991759 
20	0.9989916 
21	0.9987523 
22	0.9984365 
23	0.9980136 
24	0.9974395 
25	0.9966517 
26	0.9955616 
27	0.9940456 
28	0.991933 
29	0.9889919 
30	0.9849117 
31	0.9792847 
32	0.9715854 
33	0.9611521 
34	0.9471713 
35	0.9286712 
36	0.9045279 
37	0.8734936 
38	0.8342536 
39	0.7855242 
40	0.7262018 
41	0.6555794 
42	0.5736431 
43	0.4814629 
44	0.3816764 
45	0.279025 
46	0.1807767 
47	0.09658071 
48	0.03669197 
49	0.006839018 
50	0.0001585031 
