2	1.3461538461538463
2	1.3461538461538463
4	2.6923076923076925
4	2.6923076923076925
6	4.0384615384615383
8	5.384615384615385
10	6.7307692307692317
14	9.4230769230769234
18	12.115384615384617
26	17.5
34	22.884615384615387
46	30.961538461538463
64	43.07692307692308
88	59.230769230769234
118	79.423076923076934
162	109.03846153846155
222	149.42307692307693
302	203.26923076923077
414	278.65384615384619
564	379.61538461538464
772	519.61538461538464
752	506.15384615384619
732	492.69230769230774
714	480.57692307692309
694	467.11538461538464
678	456.34615384615387
660	444.23076923076928
642	432.11538461538464
626	421.34615384615387
610	410.57692307692309
594	399.80769230769232
580	390.38461538461542
564	379.61538461538464
550	370.19230769230774
536	360.76923076923077
522	351.34615384615387
508	341.92307692307696
496	333.84615384615387
482	324.42307692307696
470	316.34615384615387
458	308.26923076923077
446	300.19230769230774
436	293.46153846153851
424	285.38461538461542
414	278.65384615384619
402	270.57692307692309
392	263.84615384615387
382	257.11538461538464
372	250.38461538461542
362	243.65384615384616
354	238.26923076923077
344	231.53846153846155
336	226.15384615384616
326	219.42307692307693
318	214.03846153846155
310	208.65384615384616
302	203.26923076923077
294	197.88461538461539
288	193.84615384615387
280	188.46153846153848
272	183.07692307692309
266	179.03846153846155
258	173.65384615384616
252	169.61538461538464
246	165.57692307692309
240	161.53846153846155
234	157.5
228	153.46153846153848
222	149.42307692307693
216	145.38461538461539
210	141.34615384615387
204	137.30769230769232
200	134.61538461538461
194	130.57692307692309
190	127.8846153846154
184	123.84615384615385
180	121.15384615384616
176	118.46153846153847
170	114.42307692307693
166	111.73076923076924
162	109.03846153846155
