0	12.3696482196
1	14.912128885806
2	17.977195790786
3	21.672262288978
4	26.126819676904
5	31.496975134739
6	37.970922404892
7	45.775536924121
8	55.18432653144
9	66.527016379439
10	80.201103946219
11	96.685789086135
12	116.55876728925
13	140.51647465882
14	169.39849407934
15	204.21697787411
16	246.19211805095
17	296.79490716867
18	357.79868835211
19	431.34130099389
20	520.0
21	125.37640294197
22	146.49108136615
23	158.44001280624
24	158.68227025195
25	148.6358891951
26	132.34347361732
27	114.46718275605
28	98.41221310422
29	85.514352558699
30	75.442112816022
31	67.19328801277
32	59.92092976053
33	53.234129824209
34	47.088091289915
35	41.554371542536
36	36.668725002569
37	32.394499926811
38	28.651617694564
39	25.355221437886
40	22.437025493542
41	19.84813000043
42	17.552631730202
43	15.520594886277
44	13.724179008715
45	12.13683157227
46	10.733928248907
47	9.4934705315211
48	8.3962702604508
49	7.4256806464192
50	6.5671544963725
51	5.8078494050449
52	5.1363572195014
53	4.5425352455103
54	4.0173869437041
55	3.5529542540994
56	3.142208393269
57	2.7789419149182
58	2.4576689366428
59	2.1735377058406
60	1.9222557165916
61	1.7000252979747
62	1.5034872524875
63	1.3296708073303
64	1.1759489307149
65	1.0399985272559
66	0.919765153844
67	0.81343185912069
68	0.71939169706555
69	0.6362234630943
70	0.56267024563837
71	0.49762044834807
72	0.44009099424136
73	0.38921246467954
74	0.34421595521115
75	0.30442145274042
76	0.26922755840894
77	0.23810239966207
78	0.21057559307857
79	0.18623113604532
80	0.16470111988835
